from_latitude,from_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,Time_taken(hours)
17.428294,78.404423,17.438294,78.414423,12:00:00,conditions Sunny,High ,2.0,scooter ,1,No ,5
22.761593,75.886362,22.871593,75.996362,23:50:00,conditions Sandstorms,Low ,0.0,motorcycle ,0,No ,11
23.374989,85.335486,23.484989,85.445486,19:40:00,conditions Windy,Jam ,2.0,electric_scooter ,1,No ,24
18.927584,72.832585,18.947584,72.852585,08:35:00,conditions Stormy,Low ,0.0,motorcycle ,1,No ,8
0.0,0.0,0.03,0.03,21:25:00,conditions Fog,Jam ,0.0,motorcycle ,1,No ,21
12.297954,76.665169,12.337954,76.705169,16:00:00,conditions Fog,Medium ,1.0,motorcycle ,0,No ,5
12.970324,77.645748,13.020324,77.695748,23:55:00,conditions Stormy,Low ,1.0,scooter ,1,No ,6
18.516216,73.842527,18.606216,73.932527,19:00:00,conditions Fog,Medium ,0.0,motorcycle ,1,No ,22
11.022477,76.995667,11.052477,77.025667,22:20:00,conditions Sunny,Low ,1.0,scooter ,1,No ,7
22.732225,75.874765,22.772225,75.914765,14:05:00,conditions Cloudy,High ,0.0,motorcycle ,1,No ,11
18.536562,73.896485,18.626562,73.986485,21:45:00,conditions Sandstorms,Jam ,1.0,scooter ,1,No ,7
12.949934,77.699386,13.059934,77.809386,22:40:00,conditions Stormy,Low ,2.0,scooter ,NaN ,No ,8
12.972161,77.596014,13.032161,77.656014,20:10:00,conditions Stormy,Jam ,2.0,scooter ,0,No ,0
13.027018,80.254791,13.157018,80.384791,00:00:00,conditions Windy,Low ,2.0,scooter ,0,No ,17
21.175975,72.795503,21.285975,72.905503,19:55:00,conditions Fog,Jam ,1.0,motorcycle ,2,No ,31
13.064181,80.236442,13.114181,80.286442,20:25:00,conditions Windy,Jam ,0.0,motorcycle ,1,No ,13
18.569156,73.774723,18.679156,73.884723,19:05:00,conditions Windy,Medium ,0.0,motorcycle ,1,No ,26
26.913483,75.803139,26.923483,75.813139,08:25:00,conditions Sandstorms,Low ,0.0,motorcycle ,1,No ,19
23.371292,85.327872,23.401292,85.357872,17:55:00,conditions Fog,Medium ,1.0,scooter ,1,No ,7
12.972532,77.608179,13.102532,77.738179,21:45:00,conditions Windy,Jam ,0.0,motorcycle ,1,No ,26
19.065838,72.832658,19.075838,72.842658,08:55:00,conditions Sunny,Low ,2.0,scooter ,1,No ,8
18.994049,72.825203,19.014049,72.845203,11:55:00,conditions Windy,High ,1.0,motorcycle ,1,No ,10
17.431477,78.40035,17.501477,78.47035,22:20:00,conditions Cloudy,Low ,0.0,motorcycle ,1,No ,27
26.902908,75.792934,26.992908,75.882934,00:10:00,conditions Stormy,Low ,1.0,motorcycle ,1,No ,6
12.975377,77.696664,13.065377,77.786664,21:30:00,conditions Windy,Jam ,1.0,motorcycle ,1,No ,10
21.160522,72.771477,21.240522,72.851477,20:30:00,conditions Cloudy,Jam ,2.0,scooter ,2,No ,32
0.0,0.0,0.01,0.01,11:25:00,conditions Stormy,High ,0.0,motorcycle ,1,No ,27
13.049645,80.242268,13.109645,80.302268,17:50:00,conditions Fog,Medium ,1.0,scooter ,1,No ,7
0.0,0.0,0.01,0.01,12:05:00,conditions Sunny,High ,0.0,motorcycle ,0,No ,16
22.745536,75.893106,22.815536,75.963106,17:40:00,conditions Sandstorms,Medium ,2.0,scooter ,2,No ,29
22.311358,73.164798,22.351358,73.204798,16:50:00,conditions Windy,Medium ,0.0,motorcycle ,0,No ,17
23.354422,85.3329,23.374422,85.3529,11:55:00,conditions Sandstorms,High ,1.0,scooter ,0,No ,16
12.334022,76.618203,12.374022,76.658203,14:05:00,conditions Sandstorms,High ,2.0,electric_scooter ,1,No ,19
23.39925,85.390464,23.46925,85.460464,23:15:00,conditions Cloudy,Low ,1.0,scooter ,1,No ,15
0.0,0.0,0.07,0.07,23:15:00,conditions Sandstorms,Low ,2.0,electric_scooter ,1,No ,8
21.183434,72.814492,21.253434,72.884492,19:35:00,conditions Windy,Jam ,0.0,motorcycle ,1,No ,16
0.0,0.0,0.08,0.08,18:10:00,conditions Sunny,Medium ,0.0,motorcycle ,0,No ,7
19.003517,72.82765,19.023517,72.84765,08:35:00,conditions Sandstorms,Low ,1.0,scooter ,1,No ,1
27.161694,78.034714,27.241694,78.114714,19:55:00,conditions Stormy,Jam ,1.0,scooter ,1,No ,17
22.307898,73.167788,22.327898,73.187788,09:00:00,conditions Cloudy,Low ,0.0,motorcycle ,1,No ,17
18.546258,73.904337,18.576258,73.934337,00:00:00,conditions Cloudy,Low ,2.0,scooter ,1,No ,6
19.876994,75.372353,19.966994,75.462353,20:20:00,conditions Fog,Jam ,2.0,motorcycle ,2,Yes ,33
22.760072,75.892574,22.840072,75.972574,22:30:00,conditions Fog,Low ,2.0,scooter ,1,No ,15
17.428294,78.404423,17.518294,78.494423,21:50:00,conditions Windy,Jam ,0.0,motorcycle ,1,No ,41
12.970221,77.645396,13.010221,77.685396,14:30:00,conditions Fog,High ,0.0,motorcycle ,1,No ,11
9.966783,76.242981,10.046783,76.322981,23:00:00,conditions Sunny,Low ,1.0,motorcycle ,2,No ,30
15.5696,73.742294,15.6496,73.822294,23:00:00,conditions Sunny,Low ,0.0,motorcycle ,0,No ,17
13.054347,80.257221,13.144347,80.347221,22:15:00,conditions Sunny,Low ,0.0,motorcycle ,1,No ,10
18.539299,73.897902,18.629299,73.987902,00:00:00,conditions Cloudy,Low ,0.0,motorcycle ,1,No ,14
18.533811,73.899315,18.573811,73.939315,14:45:00,conditions Windy,High ,2.0,scooter ,0,No ,3
18.51421,73.838429,18.57421,73.898429,19:35:00,conditions Sandstorms,Jam ,2.0,electric_scooter ,0,No ,17
11.001852,76.976268,11.031852,77.006268,19:10:00,conditions Stormy,Medium ,1.0,motorcycle ,1,No ,18
17.450851,78.379347,17.530851,78.459347,22:30:00,conditions NaN,NaN ,3.0,electric_scooter ,0,No ,16
17.431477,78.40035,17.561477,78.53035,17:45:00,conditions Windy,Medium ,0.0,motorcycle ,1,No ,18
11.001852,76.976268,11.081852,77.056268,17:40:00,conditions Windy,Medium ,2.0,scooter ,1,No ,16
18.539299,73.897902,18.579299,73.937902,12:50:00,conditions Fog,High ,0.0,motorcycle ,1,No ,15
21.170096,72.789122,21.250096,72.869122,23:55:00,conditions Cloudy,Low ,1.0,scooter ,1,No ,15
11.010375,76.95295,11.080375,77.02295,17:25:00,conditions Stormy,Medium ,0.0,motorcycle ,2,No ,27
12.323225,76.630028,12.403225,76.710028,19:00:00,conditions Fog,Medium ,0.0,motorcycle ,0,No ,20
12.304569,76.643622,12.394569,76.733622,20:00:00,conditions Cloudy,Jam ,2.0,motorcycle ,0,No ,31
12.323225,76.630028,12.333225,76.640028,09:05:00,conditions Cloudy,Low ,2.0,scooter ,0,No ,6
22.310526,73.170937,22.440526,73.300937,23:25:00,conditions Windy,Low ,1.0,motorcycle ,1,No ,5
22.753659,75.903365,22.813659,75.963365,21:45:00,conditions Cloudy,Jam ,2.0,motorcycle ,1,No ,11
26.902908,75.792934,27.032908,75.922934,19:30:00,conditions Sandstorms,Jam ,0.0,motorcycle ,2,No ,34
22.527893,88.368628,22.587893,88.428628,23:25:00,conditions Stormy,Low ,0.0,motorcycle ,1,No ,24
17.430448,78.418213,17.480448,78.468213,18:05:00,conditions Cloudy,Medium ,0.0,motorcycle ,1,No ,12
26.911378,75.789034,26.921378,75.799034,08:50:00,conditions Cloudy,Low ,2.0,scooter ,1,No ,7
15.556561,73.763633,15.606561,73.813633,17:55:00,conditions Sandstorms,Medium ,2.0,scooter ,0,No ,19
22.311603,73.165012,22.321603,73.175012,11:35:00,conditions Sandstorms,High ,0.0,motorcycle ,1,No ,38
12.970324,77.645748,13.030324,77.705748,19:15:00,conditions Sunny,Jam ,1.0,scooter ,1,No ,12
23.266261,77.379605,23.336261,77.449605,20:30:00,conditions Fog,Jam ,2.0,scooter ,2,No ,39
22.74806,75.8934,22.85806,76.0034,23:00:00,conditions Sandstorms,Low ,1.0,motorcycle ,1,No ,11
18.55144,73.804855,18.60144,73.854855,17:25:00,conditions Fog,Medium ,1.0,motorcycle ,1,No ,8
18.994237,72.825553,19.004237,72.835553,09:25:00,conditions Stormy,Low ,2.0,electric_scooter ,1,No ,6
17.428294,78.404423,17.508294,78.484423,17:40:00,conditions Cloudy,Medium ,2.0,electric_scooter ,2,No ,29
30.342509,78.061187,30.412509,78.131187,23:05:00,conditions Sandstorms,Low ,2.0,electric_scooter ,0,No ,5
18.546258,73.904337,18.676258,74.034337,21:15:00,conditions Sandstorms,Jam ,1.0,motorcycle ,1,No ,10
0.0,0.0,0.08,0.08,19:50:00,conditions Stormy,Jam ,0.0,motorcycle ,2,No ,28
12.3085,76.665808,12.3885,76.745808,17:50:00,conditions Fog,Medium ,0.0,motorcycle ,0,No ,25
21.149834,72.778666,21.169834,72.798666,09:45:00,conditions Fog,Low ,0.0,motorcycle ,1,No ,8
12.975377,77.696664,13.065377,77.786664,23:50:00,conditions Sandstorms,Low ,0.0,motorcycle ,0,No ,6
23.39925,85.390464,23.43925,85.430464,15:25:00,conditions Cloudy,Medium ,1.0,motorcycle ,0,No ,7
30.89286,75.822199,30.96286,75.892199,21:50:00,conditions Cloudy,Jam ,1.0,scooter ,1,No ,28
19.055831,72.833984,19.105831,72.883984,23:20:00,conditions Sunny,Low ,0.0,motorcycle ,1,No ,6
26.846156,75.8023,26.986156,75.9423,19:40:00,conditions Cloudy,Jam ,1.0,motorcycle ,0,No ,35
21.149669,72.772629,21.179669,72.802629,17:20:00,conditions Fog,Medium ,1.0,scooter ,1,No ,9
12.3085,76.665808,12.3485,76.705808,14:35:00,conditions Sunny,High ,1.0,scooter ,0,No ,6
13.027018,80.254791,13.057018,80.284791,18:40:00,conditions Windy,Medium ,1.0,motorcycle ,1,No ,22
22.310237,73.158921,22.350237,73.198921,17:00:00,conditions Windy,Medium ,0.0,motorcycle ,0,No ,17
22.728163,75.884212,22.748163,75.904212,10:00:00,conditions Cloudy,Low ,2.0,scooter ,1,No ,5
18.51421,73.838429,18.56421,73.888429,19:35:00,conditions NaN,NaN ,3.0,electric_scooter ,NaN ,No ,19
12.935662,77.61413,12.945662,77.62413,11:20:00,conditions Sunny,High ,0.0,motorcycle ,1,No ,13
12.316967,76.603067,12.396967,76.683067,00:05:00,conditions Windy,Low ,1.0,scooter ,1,No ,17
9.957144,76.296783,10.067144,76.406783,21:05:00,conditions Fog,Jam ,1.0,scooter ,2,No ,28
9.957144,76.296783,9.977144,76.316783,09:25:00,conditions Sunny,Low ,0.0,motorcycle ,1,No ,8
26.914142,75.805704,26.944142,75.835704,19:50:00,conditions Stormy,Jam ,1.0,motorcycle ,1,No ,22
12.334022,76.618203,12.374022,76.658203,14:20:00,conditions Windy,High ,2.0,scooter ,1,No ,18
17.431668,78.408321,17.491668,78.468321,18:30:00,conditions Sunny,Medium ,0.0,motorcycle ,1,No ,12
12.914264,77.6784,12.984264,77.7484,21:30:00,conditions Fog,Jam ,0.0,motorcycle ,0,No ,37
23.214459,77.434976,23.244459,77.464976,22:10:00,conditions Sunny,Jam ,1.0,scooter ,1,No ,12
11.022298,76.998349,11.032298,77.008349,11:50:00,conditions Fog,High ,1.0,scooter ,1,No ,17
15.157944,73.950889,15.197944,73.990889,14:15:00,conditions Cloudy,High ,0.0,motorcycle ,1,No ,19
13.027018,80.254791,13.117018,80.344791,17:35:00,conditions Sunny,Medium ,2.0,scooter ,1,No ,9
18.569156,73.774723,18.649156,73.854723,18:40:00,conditions Sandstorms,Medium ,1.0,scooter ,1,No ,17
13.066762,80.251865,13.126762,80.311865,21:50:00,conditions Fog,Jam ,2.0,electric_scooter ,1,No ,16
22.311603,73.165012,22.371603,73.225012,21:05:00,conditions Windy,Jam ,2.0,electric_scooter ,1,No ,11
30.893244,75.821817,30.963244,75.891817,18:00:00,conditions Stormy,Medium ,1.0,scooter ,1,No ,8
0.0,0.0,0.05,0.05,21:30:00,conditions Fog,Jam ,1.0,scooter ,0,No ,23
23.353783,85.326967,23.463783,85.436967,22:05:00,conditions Sandstorms,Jam ,0.0,motorcycle ,0,No ,28
0.0,0.0,0.11,0.11,23:50:00,conditions Cloudy,Low ,2.0,motorcycle ,1,No ,14
22.761593,75.886362,22.891593,76.016362,17:45:00,conditions Fog,Medium ,2.0,scooter ,1,No ,28
12.933298,77.614293,12.983298,77.664293,18:05:00,conditions Sandstorms,Medium ,2.0,scooter ,0,No ,18
12.934179,77.615797,12.994179,77.675797,21:35:00,conditions Windy,Jam ,1.0,scooter ,1,No ,16
17.424114,78.347554,17.434114,78.357554,10:30:00,conditions Windy,Low ,0.0,motorcycle ,0,No ,5
22.553227,88.353273,22.663227,88.463273,20:35:00,conditions Windy,Jam ,2.0,scooter ,1,No ,13
22.514688,88.393294,22.644688,88.523294,20:50:00,conditions Stormy,Jam ,2.0,scooter ,0,No ,15
17.483216,78.552111,17.573216,78.642111,23:50:00,conditions Windy,Low ,2.0,motorcycle ,1,No ,3
0.0,0.0,0.06,0.06,22:05:00,conditions Sandstorms,Jam ,0.0,motorcycle ,1,No ,26
18.536562,73.896485,18.556562,73.916485,08:25:00,conditions Windy,Low ,0.0,motorcycle ,1,No ,12
17.450851,78.379347,17.530851,78.459347,23:35:00,conditions Cloudy,Low ,2.0,motorcycle ,0,No ,17
19.120083,72.907385,19.160083,72.947385,12:50:00,conditions Fog,High ,2.0,electric_scooter ,1,No ,21
17.430448,78.418213,17.510448,78.498213,20:15:00,conditions Cloudy,Jam ,1.0,scooter ,1,No ,25
19.221315,72.862381,19.331315,72.972381,23:35:00,conditions Sandstorms,Low ,2.0,motorcycle ,1,No ,8
13.045479,80.23311,13.115479,80.30311,23:50:00,conditions Stormy,Low ,0.0,motorcycle ,1,No ,7
26.892312,75.806896,26.972313,75.886896,18:30:00,conditions Stormy,Medium ,1.0,motorcycle ,1,No ,28
9.985697,76.281128,10.065697,76.361128,20:55:00,conditions Fog,Jam ,0.0,motorcycle ,1,No ,35
22.745049,75.892471,22.875049,76.022471,20:50:00,conditions Sandstorms,Jam ,1.0,scooter ,1,No ,21
21.183434,72.814492,21.213434,72.844492,23:20:00,conditions Sunny,Low ,1.0,scooter ,0,No ,5
22.745049,75.892471,22.795049,75.942471,00:10:00,conditions Sunny,Low ,1.0,scooter ,1,No ,7
12.334022,76.618203,12.374022,76.658203,13:00:00,conditions Windy,High ,1.0,motorcycle ,0,No ,5
12.299524,76.64262,12.319524,76.66262,09:15:00,conditions Cloudy,Low ,0.0,motorcycle ,1,No ,7
22.744648,75.894377,22.754648,75.904377,11:05:00,conditions Fog,Low ,2.0,motorcycle ,1,No ,6
12.906229,77.596791,13.016229,77.706791,23:35:00,conditions Fog,Low ,2.0,electric_scooter ,1,No ,19
0.0,0.0,0.02,0.02,08:25:00,conditions Windy,Low ,2.0,motorcycle ,1,No ,11
17.483216,78.552111,17.593216,78.662111,19:25:00,conditions Sunny,Jam ,1.0,motorcycle ,1,No ,12
0.0,0.0,0.01,0.01,08:40:00,conditions Sunny,Low ,0.0,motorcycle ,0,No ,0
11.003669,76.976494,11.053669,77.026494,17:40:00,conditions Cloudy,Medium ,1.0,scooter ,0,No ,8
18.539299,73.897902,18.559299,73.917902,08:30:00,conditions Sandstorms,Low ,1.0,scooter ,1,No ,10
23.351058,85.325731,23.421058,85.395731,17:30:00,conditions Sandstorms,Medium ,1.0,scooter ,0,No ,7
26.905287,75.794592,26.915287,75.804592,08:50:00,conditions Sandstorms,Low ,1.0,scooter ,0,No ,1
19.874733,75.353942,19.904733,75.383942,21:05:00,conditions Cloudy,Jam ,1.0,motorcycle ,0,No ,18
21.185047,72.80859,21.245047,72.86859,20:35:00,conditions Cloudy,Jam ,2.0,motorcycle ,1,No ,18
12.337978,76.616792,12.467978,76.746792,17:50:00,conditions Cloudy,Medium ,2.0,scooter ,0,No ,25
0.0,0.0,0.04,0.04,13:30:00,conditions Sandstorms,High ,0.0,motorcycle ,1,No ,19
17.433809,78.386744,17.503809,78.456744,22:05:00,conditions Stormy,Jam ,2.0,scooter ,1,No ,29
17.431477,78.40035,17.471477,78.44035,13:40:00,conditions Cloudy,High ,1.0,scooter ,1,No ,18
13.081878,80.248519,13.191878,80.358519,23:40:00,conditions Fog,Low ,2.0,electric_scooter ,1,No ,24
22.569367,88.433187,22.599367,88.463187,19:30:00,conditions Sunny,Jam ,0.0,motorcycle ,1,No ,11
22.761226,75.887522,22.831226,75.957521,17:55:00,conditions Fog,Medium ,0.0,motorcycle ,1,No ,30
11.003669,76.976494,11.113669,77.086494,23:55:00,conditions Stormy,Low ,2.0,electric_scooter ,1,NaN ,2
12.972793,80.249982,13.032793,80.309982,21:30:00,conditions Fog,Jam ,1.0,motorcycle ,0,No ,20
12.299524,76.64262,12.379524,76.72262,23:45:00,conditions Stormy,Low ,2.0,scooter ,0,No ,17
19.120083,72.907385,19.180083,72.967385,22:10:00,conditions Cloudy,Jam ,1.0,motorcycle ,1,No ,18
26.914142,75.805704,26.944142,75.835704,18:00:00,conditions Fog,Medium ,2.0,motorcycle ,1,No ,9
19.003517,72.82765,19.093517,72.91765,20:00:00,conditions Stormy,Jam ,0.0,motorcycle ,0,No ,27
22.727021,75.884167,22.817021,75.974167,18:55:00,conditions Cloudy,Medium ,2.0,electric_scooter ,1,No ,34
0.0,0.0,0.01,0.01,09:15:00,conditions Sunny,Low ,1.0,scooter ,1,No ,13
19.1813,72.836191,19.2913,72.946191,22:35:00,conditions Sunny,Low ,1.0,motorcycle ,0,No ,19
19.221315,72.862381,19.241315,72.882381,11:00:00,conditions Cloudy,Low ,1.0,scooter ,NaN ,No ,7
0.0,0.0,0.05,0.05,18:35:00,conditions Sunny,Medium ,1.0,motorcycle ,1,No ,8
11.022298,76.998349,11.152298,77.128349,23:40:00,conditions Fog,Low ,1.0,motorcycle ,1,No ,15
11.022169,76.999594,11.052169,77.029594,20:20:00,conditions Windy,Jam ,1.0,scooter ,0,No ,16
26.463504,80.372929,26.523504,80.432929,18:15:00,conditions Fog,Medium ,0.0,motorcycle ,0,No ,15
26.913987,75.752891,26.933987,75.772891,09:50:00,conditions Windy,Low ,0.0,motorcycle ,0,No ,21
21.175975,72.795503,21.215975,72.835503,12:35:00,conditions Stormy,High ,2.0,scooter ,1,No ,16
22.745536,75.893106,22.765536,75.913106,11:10:00,conditions Windy,Low ,0.0,motorcycle ,1,No ,20
22.74806,75.8934,22.78806,75.9334,14:15:00,conditions Cloudy,High ,2.0,scooter ,0,No ,27
11.022477,76.995667,11.042477,77.015667,09:30:00,conditions Stormy,Low ,1.0,motorcycle ,0,No ,2
0.0,0.0,0.01,0.01,11:40:00,conditions Windy,High ,0.0,motorcycle ,1,No ,22
21.175975,72.795503,21.255975,72.875503,23:10:00,conditions Windy,Low ,1.0,motorcycle ,1,No ,17
22.32,73.17,22.39,73.24,18:25:00,conditions Cloudy,Medium ,1.0,scooter ,1,No ,21
21.160522,72.771477,21.210522,72.821477,22:35:00,conditions Fog,Low ,0.0,motorcycle ,1,No ,10
26.911927,75.797282,26.981927,75.867282,19:45:00,conditions Windy,Jam ,2.0,motorcycle ,0,No ,6
22.553227,88.353273,22.563227,88.363273,10:00:00,conditions Windy,Low ,1.0,scooter ,1,No ,6
9.960846,76.293936,9.980846,76.313936,09:45:00,conditions Sandstorms,Low ,1.0,scooter ,1,No ,17
22.551084,88.354127,22.601084,88.404127,21:50:00,conditions Cloudy,Jam ,1.0,scooter ,1,No ,21
12.337978,76.616792,12.407978,76.686792,18:05:00,conditions Stormy,Medium ,0.0,motorcycle ,1,No ,10
18.530963,73.828972,18.660963,73.958972,23:30:00,conditions Stormy,Low ,2.0,scooter ,1,No ,3
26.902328,75.794257,26.972328,75.864257,20:00:00,conditions Fog,Jam ,0.0,motorcycle ,1,No ,25
18.994237,72.825553,19.044237,72.875553,18:45:00,conditions Windy,Medium ,2.0,motorcycle ,1,No ,10
19.875016,75.322405,19.955016,75.402405,18:50:00,conditions Windy,Medium ,2.0,motorcycle ,2,No ,29
26.911927,75.797282,27.051927,75.937282,22:05:00,conditions Cloudy,Jam ,0.0,motorcycle ,2,No ,31
22.695207,75.866059,22.735207,75.906059,13:00:00,conditions Sandstorms,High ,0.0,motorcycle ,2,No ,39
26.483672,80.320708,26.593672,80.430708,19:30:00,conditions Sunny,Jam ,1.0,scooter ,1,No ,1
0.0,0.0,0.09,0.09,20:40:00,conditions Sandstorms,Jam ,1.0,scooter ,1,No ,12
18.53408,73.89852,18.62408,73.98852,20:30:00,conditions Cloudy,Jam ,2.0,scooter ,1,No ,27
13.086438,80.220672,13.096438,80.230672,08:15:00,conditions Sandstorms,Low ,1.0,scooter ,1,No ,7
17.451976,78.385883,17.561976,78.495883,19:35:00,conditions Fog,Jam ,1.0,motorcycle ,1,No ,22
22.761226,75.887522,22.831226,75.957521,22:15:00,conditions Windy,Jam ,1.0,motorcycle ,1,No ,17
19.121999,72.908493,19.251999,73.038493,20:40:00,conditions Windy,Jam ,1.0,motorcycle ,1,No ,29
18.593481,73.785901,18.683481,73.875901,18:35:00,conditions Sandstorms,Medium ,1.0,motorcycle ,NaN ,No ,28
12.986047,80.218114,13.116047,80.348114,22:55:00,conditions Fog,Low ,2.0,scooter ,1,No ,11
18.516216,73.842527,18.626216,73.952527,18:55:00,conditions Stormy,Medium ,2.0,scooter ,1,No ,27
21.157729,72.768726,21.287729,72.898726,17:45:00,conditions Cloudy,Medium ,2.0,scooter ,1,No ,26
11.024839,77.007003,11.104839,77.087003,17:30:00,conditions Windy,Medium ,2.0,electric_scooter ,1,No ,16
10.027014,76.308053,10.117014,76.398053,21:50:00,conditions Sandstorms,Jam ,1.0,motorcycle ,1,No ,7
19.091458,72.827808,19.151458,72.887808,17:25:00,conditions Sandstorms,Medium ,1.0,scooter ,0,No ,16
18.530963,73.828972,18.570963,73.868972,13:20:00,conditions Stormy,High ,2.0,motorcycle ,1,No ,15
26.463504,80.372929,26.573504,80.482929,18:30:00,conditions Cloudy,Medium ,0.0,motorcycle ,1,No ,33
19.12663,72.829976,19.14663,72.849976,10:25:00,conditions Sunny,Low ,0.0,motorcycle ,1,No ,11
12.933284,77.615428,13.013284,77.695428,22:20:00,conditions Windy,Low ,1.0,motorcycle ,0,No ,6
12.975996,80.221898,13.065996,80.311898,17:55:00,conditions Sunny,Medium ,1.0,scooter ,0,No ,5
13.026279,80.174568,13.136279,80.284568,17:40:00,conditions Cloudy,Medium ,1.0,motorcycle ,1,No ,23
22.761593,75.886362,22.821593,75.946362,22:25:00,conditions Sandstorms,Low ,0.0,motorcycle ,1,No ,14
23.374878,85.335739,23.434878,85.395739,20:55:00,conditions Fog,Jam ,1.0,motorcycle ,1,No ,18
21.149669,72.772629,21.199669,72.822629,21:25:00,conditions Windy,Jam ,2.0,scooter ,1,No ,16
23.359407,85.325055,23.369407,85.335055,11:55:00,conditions Sandstorms,High ,2.0,scooter ,1,No ,19
12.975377,77.696664,12.985377,77.706664,10:00:00,conditions Stormy,Low ,1.0,scooter ,1,No ,5
26.902328,75.794257,27.032328,75.924257,17:30:00,conditions Cloudy,Medium ,1.0,scooter ,1,No ,32
22.727021,75.884167,22.807021,75.964167,23:10:00,conditions Windy,Low ,1.0,scooter ,0,No ,3
11.008638,76.984311,11.038638,77.014311,18:20:00,conditions Cloudy,Medium ,1.0,scooter ,0,No ,7
10.020683,76.310631,10.040683,76.330631,12:00:00,conditions Stormy,High ,2.0,scooter ,1,No ,21
26.914142,75.805704,26.944142,75.835704,20:20:00,conditions Fog,Jam ,2.0,scooter ,1,No ,19
30.899992,75.831338,30.909992,75.841338,10:40:00,conditions Windy,Low ,2.0,scooter ,1,No ,6
13.086438,80.220672,13.106438,80.240672,08:30:00,conditions Sandstorms,Low ,1.0,scooter ,0,No ,4
12.934179,77.615797,13.064179,77.745797,21:20:00,conditions Cloudy,Jam ,2.0,motorcycle ,1,Yes ,32
12.981615,80.231598,13.011615,80.261598,23:50:00,conditions Windy,Low ,0.0,motorcycle ,0,No ,13
26.766536,75.837333,26.806536,75.877333,17:15:00,conditions Sunny,Medium ,0.0,motorcycle ,1,No ,10
0.0,0.0,0.09,0.09,23:30:00,conditions Windy,Low ,0.0,motorcycle ,0,No ,14
27.160832,78.011608,27.250832,78.101608,23:00:00,conditions Stormy,Low ,2.0,motorcycle ,0,No ,9
12.949934,77.699386,13.029934,77.779386,19:00:00,conditions Fog,Medium ,2.0,electric_scooter ,1,No ,20
26.471529,80.313458,26.531529,80.373458,18:50:00,conditions Windy,Medium ,0.0,motorcycle ,0,No ,0
12.323194,76.630583,12.453194,76.760583,00:10:00,conditions Sunny,Low ,0.0,motorcycle ,1,No ,11
26.902908,75.792934,26.912908,75.802934,11:40:00,conditions Stormy,High ,0.0,motorcycle ,1,No ,20
23.357804,85.325146,23.387804,85.355146,17:45:00,conditions Stormy,Medium ,2.0,scooter ,1,No ,16
22.761593,75.886362,22.781593,75.906362,11:45:00,conditions Cloudy,High ,1.0,motorcycle ,0,No ,22
30.89286,75.822199,30.95286,75.882199,20:55:00,conditions Windy,Jam ,0.0,motorcycle ,1,No ,16
17.424114,78.347554,17.534114,78.457554,23:55:00,conditions Windy,Low ,2.0,electric_scooter ,1,No ,6
17.429585,78.392621,17.439585,78.402621,11:55:00,conditions Fog,High ,1.0,motorcycle ,0,No ,21
21.15276,72.778059,21.17276,72.798059,09:10:00,conditions Stormy,Low ,0.0,motorcycle ,0,No ,14
17.451976,78.385883,17.481976,78.415883,23:30:00,conditions Sunny,Low ,2.0,motorcycle ,1,No ,8
13.02978,80.208812,13.13978,80.318812,17:20:00,conditions Sandstorms,Medium ,1.0,motorcycle ,0,No ,13
18.554382,73.798206,18.594382,73.838206,16:10:00,conditions Windy,Medium ,0.0,motorcycle ,1,No ,18
23.416792,85.316842,23.446792,85.346842,22:45:00,conditions Sunny,Low ,0.0,motorcycle ,0,No ,6
17.450851,78.379347,17.460851,78.389347,11:50:00,conditions Fog,High ,1.0,scooter ,1,No ,18
0.0,0.0,0.07,0.07,00:10:00,conditions Windy,Low ,1.0,motorcycle ,0,No ,19
12.934365,77.616155,13.024365,77.706155,21:15:00,conditions Sandstorms,Jam ,0.0,motorcycle ,1,No ,17
19.221315,72.862381,19.271315,72.912381,17:55:00,conditions Stormy,Medium ,1.0,scooter ,0,No ,20
21.157735,72.768778,21.177735,72.788778,08:55:00,conditions Stormy,Low ,1.0,scooter ,0,No ,1
27.161661,78.011544,27.231661,78.081544,17:15:00,conditions Sandstorms,Medium ,2.0,scooter ,1,No ,13
13.022394,80.242439,13.042394,80.262439,11:30:00,conditions Sandstorms,High ,2.0,scooter ,0,No ,18
0.0,0.0,0.04,0.04,15:10:00,conditions Stormy,High ,0.0,motorcycle ,1,No ,19
17.411028,78.329645,17.481028,78.399645,21:25:00,conditions Stormy,Jam ,0.0,motorcycle ,1,No ,28
17.450851,78.379347,17.580851,78.509347,22:25:00,conditions Sandstorms,Low ,2.0,electric_scooter ,0,No ,0
30.892978,75.821847,31.032978,75.961847,00:00:00,conditions Sandstorms,Low ,2.0,motorcycle ,1,No ,9
0.0,0.0,0.01,0.01,12:00:00,conditions Sunny,High ,2.0,scooter ,0,No ,11
21.170096,72.789122,21.200096,72.819122,18:50:00,conditions Windy,Medium ,0.0,motorcycle ,1,No ,8
12.326356,76.619103,12.456356,76.749103,22:00:00,conditions Stormy,Jam ,2.0,electric_scooter ,1,No ,18
26.902908,75.792934,26.952908,75.842934,20:15:00,conditions Cloudy,Jam ,2.0,scooter ,1,No ,24
